disease,experiment,threshold,features,difference,difference number
Kidney_Neoplasm,GDS505,60,40,1,16.6667
Kidney_Neoplasm,GDS505,60,50,1,16.6667
Kidney_Neoplasm,GDS505,60,60,1,16.6667
Kidney_Neoplasm,GDS505,60,70,1,16.6667
Kidney_Neoplasm,GDS505,60,80,1,16.6667
Kidney_Neoplasm,GDS505,60,90,1,16.6667
Kidney_Neoplasm,GDS507,60,10,0,0
Kidney_Neoplasm,GDS507,60,20,1,12.5
Kidney_Neoplasm,GDS507,60,30,1,12.5
Kidney_Neoplasm,GDS507,60,40,1,12.5
Kidney_Neoplasm,GDS507,60,50,1,12.5
Kidney_Neoplasm,GDS507,60,60,1,12.5
Kidney_Neoplasm,GDS507,60,70,1,12.5
Kidney_Neoplasm,GDS507,60,80,1,12.5
Kidney_Neoplasm,GDS507,60,90,1,12.5
Kidney_Neoplasm,GDS505,70,10,0,0
Kidney_Neoplasm,GDS505,70,20,1,16.6667
Kidney_Neoplasm,GDS505,70,30,1,16.6667
Kidney_Neoplasm,GDS505,70,40,1,16.6667
Kidney_Neoplasm,GDS505,70,50,1,16.6667
Kidney_Neoplasm,GDS505,70,60,1,16.6667
Kidney_Neoplasm,GDS505,70,70,1,16.6667
Kidney_Neoplasm,GDS505,70,80,1,16.6667
Kidney_Neoplasm,GDS505,70,90,1,16.6667
Kidney_Neoplasm,GDS507,70,10,0,0
Kidney_Neoplasm,GDS507,70,20,1,12.5
Kidney_Neoplasm,GDS507,70,30,1,12.5
Kidney_Neoplasm,GDS507,70,40,1,12.5
Kidney_Neoplasm,GDS507,70,50,1,12.5
Kidney_Neoplasm,GDS507,70,60,1,12.5
Kidney_Neoplasm,GDS507,70,70,1,12.5
Kidney_Neoplasm,GDS507,70,80,1,12.5
Kidney_Neoplasm,GDS507,70,90,1,12.5
Kidney_Neoplasm,GDS505,80,10,1,12.5
Kidney_Neoplasm,GDS505,80,20,1,12.5
Kidney_Neoplasm,GDS505,80,30,1,12.5
Kidney_Neoplasm,GDS505,80,40,1,12.5
Kidney_Neoplasm,GDS505,80,50,1,12.5
Kidney_Neoplasm,GDS505,80,60,0,0
Kidney_Neoplasm,GDS505,80,70,1,12.5
Kidney_Neoplasm,GDS505,80,80,1,12.5
Kidney_Neoplasm,GDS505,80,90,1,12.5
Kidney_Neoplasm,GDS507,80,10,1,11.1111
Kidney_Neoplasm,GDS507,80,20,1,11.1111
Kidney_Neoplasm,GDS507,80,30,1,11.1111
Kidney_Neoplasm,GDS507,80,40,1,11.1111
Kidney_Neoplasm,GDS507,80,50,1,11.1111
Kidney_Neoplasm,GDS507,80,60,1,11.1111
Kidney_Neoplasm,GDS507,80,70,1,11.1111
Kidney_Neoplasm,GDS507,80,80,1,11.1111
Kidney_Neoplasm,GDS507,80,90,1,11.1111
Kidney_Neoplasm,GDS505,90,10,1,11.1111
Kidney_Neoplasm,GDS505,90,20,1,11.1111
Kidney_Neoplasm,GDS505,90,30,1,11.1111
Kidney_Neoplasm,GDS505,90,40,1,11.1111
Kidney_Neoplasm,GDS505,90,50,1,11.1111
Kidney_Neoplasm,GDS505,90,60,1,11.1111
Kidney_Neoplasm,GDS505,90,70,1,11.1111
Kidney_Neoplasm,GDS505,90,80,1,11.1111
Kidney_Neoplasm,GDS505,90,90,1,11.1111
Kidney_Neoplasm,GDS507,90,10,1,11.1111
Kidney_Neoplasm,GDS507,90,20,1,11.1111
Kidney_Neoplasm,GDS507,90,30,1,11.1111
Kidney_Neoplasm,GDS507,90,40,1,11.1111
Kidney_Neoplasm,GDS507,90,50,1,11.1111
Kidney_Neoplasm,GDS507,90,60,1,11.1111
Kidney_Neoplasm,GDS507,90,70,1,11.1111
Kidney_Neoplasm,GDS507,90,80,1,11.1111
Kidney_Neoplasm,GDS507,90,90,1,11.1111
Leiomyoma,GDS2245,10,10,0,0
Leiomyoma,GDS2245,10,20,0,0
Leiomyoma,GDS2245,10,30,0,0
Leiomyoma,GDS2245,10,40,0,0
Leiomyoma,GDS2245,10,50,0,0
Leiomyoma,GDS2245,10,60,0,0
Leiomyoma,GDS2245,10,70,0,0
Leiomyoma,GDS2245,10,80,0,0
Leiomyoma,GDS2245,10,90,0,0
Leiomyoma,GDS2737,10,10,1,33.3333
Leiomyoma,GDS2737,10,20,0,0
Leiomyoma,GDS2737,10,30,-1,-33.3333
Leiomyoma,GDS2737,10,40,-1,-33.3333
Leiomyoma,GDS2737,10,50,-1,-33.3333
Leiomyoma,GDS2737,10,60,-1,-33.3333
Leiomyoma,GDS2737,10,70,-1,-66.6667
Leiomyoma,GDS2737,10,80,-1,-66.6667
Leiomyoma,GDS2737,10,90,-1,-66.6667
Leiomyoma,GDS2245,20,10,0,0
Leiomyoma,GDS2245,20,20,0,0
Leiomyoma,GDS2245,20,30,0,0
Leiomyoma,GDS2245,20,40,0,0
Leiomyoma,GDS2245,20,50,0,0
Leiomyoma,GDS2245,20,60,0,0
Leiomyoma,GDS2245,20,70,0,0
Leiomyoma,GDS2245,20,80,0,0
Leiomyoma,GDS2245,20,90,0,0
Leiomyoma,GDS2737,20,10,-1,-14.2857
Leiomyoma,GDS2737,20,20,-1,-28.5714
Leiomyoma,GDS2737,20,30,0,0
Leiomyoma,GDS2737,20,40,0,0
Leiomyoma,GDS2737,20,50,-1,-42.8572
Leiomyoma,GDS2737,20,60,-1,-57.1429
Leiomyoma,GDS2737,20,70,-1,-57.1429
Leiomyoma,GDS2737,20,80,-1,-71.4286
Leiomyoma,GDS2737,20,90,-1,-57.1429
Leiomyoma,GDS2245,30,10,-1,-25
Leiomyoma,GDS2245,30,20,0,0
Leiomyoma,GDS2245,30,30,0,0
Leiomyoma,GDS2245,30,40,0,0
Leiomyoma,GDS2245,30,50,0,0
Leiomyoma,GDS2245,30,60,0,0
Leiomyoma,GDS2245,30,70,0,0
Leiomyoma,GDS2245,30,80,0,0
Leiomyoma,GDS2245,30,90,0,0
Leiomyoma,GDS2737,30,10,-1,-40
Leiomyoma,GDS2737,30,20,-1,-50
Leiomyoma,GDS2737,30,30,-1,-10
Leiomyoma,GDS2737,30,40,-1,-30
Leiomyoma,GDS2737,30,50,-1,-30
Leiomyoma,GDS2737,30,60,-1,-30
Leiomyoma,GDS2737,30,70,-1,-50
Leiomyoma,GDS2737,30,80,-1,-50
Leiomyoma,GDS2737,30,90,-1,-50
Leiomyoma,GDS2245,40,10,-1,-20
Leiomyoma,GDS2245,40,20,-1,-20
Leiomyoma,GDS2245,40,30,0,0
Leiomyoma,GDS2245,40,40,0,0
Leiomyoma,GDS2245,40,50,0,0
Leiomyoma,GDS2245,40,60,0,0
Leiomyoma,GDS2245,40,70,0,0
Leiomyoma,GDS2245,40,80,0,0
Leiomyoma,GDS2245,40,90,0,0
Leiomyoma,GDS2737,40,10,-1,-25
Leiomyoma,GDS2737,40,20,-1,-33.3334
Leiomyoma,GDS2737,40,30,-1,-41.6667
Leiomyoma,GDS2737,40,40,-1,-33.3334
Leiomyoma,GDS2737,40,50,-1,-33.3334
Leiomyoma,GDS2737,40,60,-1,-50
Leiomyoma,GDS2737,40,70,-1,-50
Leiomyoma,GDS2737,40,80,-1,-50
Leiomyoma,GDS2737,40,90,-1,-50
Leiomyoma,GDS2245,50,10,1,10.7143
Leiomyoma,GDS2245,50,20,0,0
Leiomyoma,GDS2245,50,30,-1,-14.2857
Leiomyoma,GDS2245,50,40,-1,-14.2857
Leiomyoma,GDS2245,50,50,-1,-28.5714
Leiomyoma,GDS2245,50,60,-1,-14.2857
Leiomyoma,GDS2245,50,70,-1,-14.2857
Leiomyoma,GDS2245,50,80,-1,-14.2857
Leiomyoma,GDS2245,50,90,-1,-14.2857
Leiomyoma,GDS2737,50,10,-1,-33.3333
Leiomyoma,GDS2737,50,20,-1,-20
Leiomyoma,GDS2737,50,30,-1,-26.6666
Leiomyoma,GDS2737,50,40,-1,-26.6666
Leiomyoma,GDS2737,50,50,-1,-26.6666
Leiomyoma,GDS2737,50,60,-1,-40
Leiomyoma,GDS2737,50,70,-1,-53.3333
Leiomyoma,GDS2737,50,80,-1,-46.6667
Leiomyoma,GDS2737,50,90,-1,-46.6667
Leiomyoma,GDS2245,60,10,-1,-14.2857
Leiomyoma,GDS2245,60,20,0,0
Leiomyoma,GDS2245,60,30,-1,-14.2857
Leiomyoma,GDS2245,60,40,-1,-14.2857
Leiomyoma,GDS2245,60,50,-1,-28.5714
Leiomyoma,GDS2245,60,60,-1,-14.2857
Leiomyoma,GDS2245,60,70,-1,-14.2857
Leiomyoma,GDS2245,60,80,-1,-14.2857
Leiomyoma,GDS2245,60,90,-1,-14.2857
Leiomyoma,GDS2737,60,10,-1,-33.3333
Leiomyoma,GDS2737,60,20,-1,-33.3333
Leiomyoma,GDS2737,60,30,-1,-27.7778
Leiomyoma,GDS2737,60,40,-1,-27.7778
Leiomyoma,GDS2737,60,50,-1,-38.8889
Leiomyoma,GDS2737,60,60,-1,-50
Leiomyoma,GDS2737,60,70,-1,-50
Leiomyoma,GDS2737,60,80,-1,-50
Leiomyoma,GDS2737,60,90,-1,-44.4444
Leiomyoma,GDS2245,70,10,-1,-75
Leiomyoma,GDS2245,70,20,-1,-25
Leiomyoma,GDS2245,70,30,-1,-37.5
Leiomyoma,GDS2245,70,40,-1,-50
Leiomyoma,GDS2245,70,50,-1,-62.5
Leiomyoma,GDS2245,70,60,-1,-75
Leiomyoma,GDS2245,70,70,-1,-75
Leiomyoma,GDS2245,70,80,-1,-75
Leiomyoma,GDS2245,70,90,-1,-87.5
Leiomyoma,GDS2737,70,10,-1,-30
Leiomyoma,GDS2737,70,20,-1,-45
Leiomyoma,GDS2737,70,30,-1,-35
Leiomyoma,GDS2737,70,40,-1,-35
Leiomyoma,GDS2737,70,50,-1,-30
Leiomyoma,GDS2737,70,60,-1,-30
Leiomyoma,GDS2737,70,70,-1,-25
Leiomyoma,GDS2737,70,80,-1,-30
Leiomyoma,GDS2737,70,90,-1,-40
Leiomyoma,GDS2245,80,10,-1,-20
Leiomyoma,GDS2245,80,20,-1,-40
Leiomyoma,GDS2245,80,30,-1,-40
Leiomyoma,GDS2245,80,40,-1,-50
Leiomyoma,GDS2245,80,50,-1,-60
Leiomyoma,GDS2245,80,60,-1,-70
Leiomyoma,GDS2245,80,70,-1,-70
Leiomyoma,GDS2245,80,80,-1,-70
Leiomyoma,GDS2245,80,90,-1,-70
Leiomyoma,GDS2737,80,10,-1,-41.6667
Leiomyoma,GDS2737,80,20,-1,-54.1667
Leiomyoma,GDS2737,80,30,-1,-33.3333
Leiomyoma,GDS2737,80,40,-1,-33.3333
Leiomyoma,GDS2737,80,50,-1,-33.3333
Leiomyoma,GDS2737,80,60,-1,-20.8333
Leiomyoma,GDS2737,80,70,-1,-29.1667
Leiomyoma,GDS2737,80,80,-1,-41.6667
Leiomyoma,GDS2737,80,90,-1,-41.6667
Leiomyoma,GDS2245,90,10,-1,-8.3333
Leiomyoma,GDS2245,90,20,0,0
Leiomyoma,GDS2245,90,30,-1,-8.3333
Leiomyoma,GDS2245,90,40,-1,-8.3333
Leiomyoma,GDS2245,90,50,0,0
Leiomyoma,GDS2245,90,60,0,0
Leiomyoma,GDS2245,90,70,-1,-8.3334
Leiomyoma,GDS2245,90,80,-1,-8.3334
Leiomyoma,GDS2245,90,90,-1,-8.3334
Leiomyoma,GDS2737,90,10,-1,-30.7692
Leiomyoma,GDS2737,90,20,-1,-38.4615
Leiomyoma,GDS2737,90,30,-1,-30.7692
Leiomyoma,GDS2737,90,40,-1,-26.923
Leiomyoma,GDS2737,90,50,-1,-34.6154
Leiomyoma,GDS2737,90,60,-1,-46.1538
Leiomyoma,GDS2737,90,70,-1,-50
Leiomyoma,GDS2737,90,80,-1,-46.1538
Leiomyoma,GDS2737,90,90,-1,-46.1538
Muscular_Dystrophies_Limb-Girdle,GDS3474,10,10,-1,-100
Muscular_Dystrophies_Limb-Girdle,GDS3474,10,20,-1,-50
Muscular_Dystrophies_Limb-Girdle,GDS3474,10,30,0,0
Muscular_Dystrophies_Limb-Girdle,GDS3474,10,40,0,0
Muscular_Dystrophies_Limb-Girdle,GDS3474,10,50,-1,-50
Muscular_Dystrophies_Limb-Girdle,GDS3474,10,60,0,0
Muscular_Dystrophies_Limb-Girdle,GDS3474,10,70,-1,-50
Muscular_Dystrophies_Limb-Girdle,GDS3474,10,80,-1,-50
Muscular_Dystrophies_Limb-Girdle,GDS3474,10,90,-1,-50
Muscular_Dystrophies_Limb-Girdle,GDS3475,10,10,0,0
Muscular_Dystrophies_Limb-Girdle,GDS3475,10,20,0,0
Muscular_Dystrophies_Limb-Girdle,GDS3475,10,30,0,0
Muscular_Dystrophies_Limb-Girdle,GDS3475,10,40,0,0
Muscular_Dystrophies_Limb-Girdle,GDS3475,10,50,0,0
Muscular_Dystrophies_Limb-Girdle,GDS3475,10,60,0,0
Muscular_Dystrophies_Limb-Girdle,GDS3475,10,70,0,0
Muscular_Dystrophies_Limb-Girdle,GDS3475,10,80,0,0
Muscular_Dystrophies_Limb-Girdle,GDS3475,10,90,0,0
Muscular_Dystrophies_Limb-Girdle,GDS3474,20,10,-1,-25
Muscular_Dystrophies_Limb-Girdle,GDS3474,20,20,-1,-50
Muscular_Dystrophies_Limb-Girdle,GDS3474,20,30,-1,-50
Muscular_Dystrophies_Limb-Girdle,GDS3474,20,40,-1,-50
Muscular_Dystrophies_Limb-Girdle,GDS3474,20,50,-1,-50
Muscular_Dystrophies_Limb-Girdle,GDS3474,20,60,-1,-50
Muscular_Dystrophies_Limb-Girdle,GDS3474,20,70,-1,-50
Muscular_Dystrophies_Limb-Girdle,GDS3474,20,80,-1,-25
Muscular_Dystrophies_Limb-Girdle,GDS3474,20,90,-1,-25
Muscular_Dystrophies_Limb-Girdle,GDS3475,20,10,0,0
Muscular_Dystrophies_Limb-Girdle,GDS3475,20,20,-1,-33.3333
Muscular_Dystrophies_Limb-Girdle,GDS3475,20,30,-1,-33.3333
Muscular_Dystrophies_Limb-Girdle,GDS3475,20,40,-1,-33.3333
Muscular_Dystrophies_Limb-Girdle,GDS3475,20,50,-1,-33.3333
Muscular_Dystrophies_Limb-Girdle,GDS3475,20,60,-1,-33.3333
Muscular_Dystrophies_Limb-Girdle,GDS3475,20,70,-1,-33.3333
Muscular_Dystrophies_Limb-Girdle,GDS3475,20,80,-1,-66.6667
Muscular_Dystrophies_Limb-Girdle,GDS3475,20,90,-1,-66.6667
Muscular_Dystrophies_Limb-Girdle,GDS3474,30,10,-1,-40
Muscular_Dystrophies_Limb-Girdle,GDS3474,30,20,-1,-80
Muscular_Dystrophies_Limb-Girdle,GDS3474,30,30,-1,-80
Muscular_Dystrophies_Limb-Girdle,GDS3474,30,40,-1,-80
Muscular_Dystrophies_Limb-Girdle,GDS3474,30,50,-1,-80
Muscular_Dystrophies_Limb-Girdle,GDS3474,30,60,-1,-80
Muscular_Dystrophies_Limb-Girdle,GDS3474,30,70,-1,-80
Muscular_Dystrophies_Limb-Girdle,GDS3474,30,80,-1,-80
Muscular_Dystrophies_Limb-Girdle,GDS3474,30,90,-1,-60
Muscular_Dystrophies_Limb-Girdle,GDS3475,30,10,-1,-50
Muscular_Dystrophies_Limb-Girdle,GDS3475,30,20,-1,-50
Muscular_Dystrophies_Limb-Girdle,GDS3475,30,30,-1,-50
Muscular_Dystrophies_Limb-Girdle,GDS3475,30,40,-1,-25
Muscular_Dystrophies_Limb-Girdle,GDS3475,30,50,-1,-50
Muscular_Dystrophies_Limb-Girdle,GDS3475,30,60,-1,-75
Muscular_Dystrophies_Limb-Girdle,GDS3475,30,70,-1,-75
Muscular_Dystrophies_Limb-Girdle,GDS3475,30,80,-1,-75
Muscular_Dystrophies_Limb-Girdle,GDS3475,30,90,-1,-75
Muscular_Dystrophies_Limb-Girdle,GDS3474,40,10,-1,-28.5714
Muscular_Dystrophies_Limb-Girdle,GDS3474,40,20,-1,-42.8571
Muscular_Dystrophies_Limb-Girdle,GDS3474,40,30,-1,-28.5714
Muscular_Dystrophies_Limb-Girdle,GDS3474,40,40,-1,-28.5714
Muscular_Dystrophies_Limb-Girdle,GDS3474,40,50,-1,-28.5714
Muscular_Dystrophies_Limb-Girdle,GDS3474,40,60,-1,-28.5714
Muscular_Dystrophies_Limb-Girdle,GDS3474,40,70,-1,-28.5714
Muscular_Dystrophies_Limb-Girdle,GDS3474,40,80,-1,-14.2857
Muscular_Dystrophies_Limb-Girdle,GDS3474,40,90,-1,-14.2857
Muscular_Dystrophies_Limb-Girdle,GDS3475,40,10,-1,-50
Muscular_Dystrophies_Limb-Girdle,GDS3475,40,20,-1,-50
Muscular_Dystrophies_Limb-Girdle,GDS3475,40,30,-1,-50
Muscular_Dystrophies_Limb-Girdle,GDS3475,40,40,-1,-25
Muscular_Dystrophies_Limb-Girdle,GDS3475,40,50,-1,-50
Muscular_Dystrophies_Limb-Girdle,GDS3475,40,60,-1,-75
Muscular_Dystrophies_Limb-Girdle,GDS3475,40,70,-1,-75
Muscular_Dystrophies_Limb-Girdle,GDS3475,40,80,-1,-75
Muscular_Dystrophies_Limb-Girdle,GDS3475,40,90,-1,-75
Muscular_Dystrophies_Limb-Girdle,GDS3474,50,10,-1,-11.1111
Muscular_Dystrophies_Limb-Girdle,GDS3474,50,20,-1,-22.2222
Muscular_Dystrophies_Limb-Girdle,GDS3474,50,30,-1,-11.1111
Muscular_Dystrophies_Limb-Girdle,GDS3474,50,40,-1,-22.2222
Muscular_Dystrophies_Limb-Girdle,GDS3474,50,50,-1,-22.2222
Muscular_Dystrophies_Limb-Girdle,GDS3474,50,60,-1,-11.1111
Muscular_Dystrophies_Limb-Girdle,GDS3474,50,70,-1,-11.1111
Muscular_Dystrophies_Limb-Girdle,GDS3474,50,80,-1,-11.1111
Muscular_Dystrophies_Limb-Girdle,GDS3474,50,90,-1,-11.1111
Muscular_Dystrophies_Limb-Girdle,GDS3475,50,10,0,0
Muscular_Dystrophies_Limb-Girdle,GDS3475,50,20,-1,-33.3334
Muscular_Dystrophies_Limb-Girdle,GDS3475,50,30,-1,-33.3334
Muscular_Dystrophies_Limb-Girdle,GDS3475,50,40,-1,-33.3334
Muscular_Dystrophies_Limb-Girdle,GDS3475,50,50,-1,-33.3334
Muscular_Dystrophies_Limb-Girdle,GDS3475,50,60,-1,-50
Muscular_Dystrophies_Limb-Girdle,GDS3475,50,70,-1,-50
Muscular_Dystrophies_Limb-Girdle,GDS3475,50,80,-1,-50
Muscular_Dystrophies_Limb-Girdle,GDS3475,50,90,-1,-50
Muscular_Dystrophies_Limb-Girdle,GDS3474,60,10,-1,-9.0909
Muscular_Dystrophies_Limb-Girdle,GDS3474,60,20,-1,-18.1818
Muscular_Dystrophies_Limb-Girdle,GDS3474,60,30,-1,-18.1818
Muscular_Dystrophies_Limb-Girdle,GDS3474,60,40,-1,-18.1818
Muscular_Dystrophies_Limb-Girdle,GDS3474,60,50,-1,-36.3636
Muscular_Dystrophies_Limb-Girdle,GDS3474,60,60,-1,-18.1818
Muscular_Dystrophies_Limb-Girdle,GDS3474,60,70,-1,-36.3636
Muscular_Dystrophies_Limb-Girdle,GDS3474,60,80,-1,-9.0909
Muscular_Dystrophies_Limb-Girdle,GDS3474,60,90,-1,-18.1818
Muscular_Dystrophies_Limb-Girdle,GDS3475,60,10,-1,-25
Muscular_Dystrophies_Limb-Girdle,GDS3475,60,20,-1,-37.5
Muscular_Dystrophies_Limb-Girdle,GDS3475,60,30,-1,-37.5
Muscular_Dystrophies_Limb-Girdle,GDS3475,60,40,-1,-37.5
Muscular_Dystrophies_Limb-Girdle,GDS3475,60,50,-1,-37.5
Muscular_Dystrophies_Limb-Girdle,GDS3475,60,60,-1,-37.5
Muscular_Dystrophies_Limb-Girdle,GDS3475,60,70,-1,-37.5
Muscular_Dystrophies_Limb-Girdle,GDS3475,60,80,-1,-37.5
Muscular_Dystrophies_Limb-Girdle,GDS3475,60,90,-1,-37.5
Muscular_Dystrophies_Limb-Girdle,GDS3474,70,10,-1,-9.0909
Muscular_Dystrophies_Limb-Girdle,GDS3474,70,20,-1,-18.1818
Muscular_Dystrophies_Limb-Girdle,GDS3474,70,30,-1,-18.1818
Muscular_Dystrophies_Limb-Girdle,GDS3474,70,40,-1,-18.1818
Muscular_Dystrophies_Limb-Girdle,GDS3474,70,50,-1,-36.3636
Muscular_Dystrophies_Limb-Girdle,GDS3474,70,60,-1,-18.1818
Muscular_Dystrophies_Limb-Girdle,GDS3474,70,70,-1,-36.3636
Muscular_Dystrophies_Limb-Girdle,GDS3474,70,80,-1,-9.0909
Muscular_Dystrophies_Limb-Girdle,GDS3474,70,90,-1,-18.1818
Muscular_Dystrophies_Limb-Girdle,GDS3475,70,10,-1,-25
Muscular_Dystrophies_Limb-Girdle,GDS3475,70,20,-1,-37.5
Muscular_Dystrophies_Limb-Girdle,GDS3475,70,30,-1,-37.5
Muscular_Dystrophies_Limb-Girdle,GDS3475,70,40,-1,-37.5
Muscular_Dystrophies_Limb-Girdle,GDS3475,70,50,-1,-37.5
Muscular_Dystrophies_Limb-Girdle,GDS3475,70,60,-1,-37.5
Muscular_Dystrophies_Limb-Girdle,GDS3475,70,70,-1,-37.5
Muscular_Dystrophies_Limb-Girdle,GDS3475,70,80,-1,-37.5
Muscular_Dystrophies_Limb-Girdle,GDS3475,70,90,-1,-37.5
Muscular_Dystrophies_Limb-Girdle,GDS3474,80,10,-1,-9.0909
Muscular_Dystrophies_Limb-Girdle,GDS3474,80,20,-1,-18.1818
Muscular_Dystrophies_Limb-Girdle,GDS3474,80,30,-1,-18.1818
Muscular_Dystrophies_Limb-Girdle,GDS3474,80,40,-1,-18.1818
Muscular_Dystrophies_Limb-Girdle,GDS3474,80,50,-1,-36.3636
Muscular_Dystrophies_Limb-Girdle,GDS3474,80,60,-1,-18.1818
Muscular_Dystrophies_Limb-Girdle,GDS3474,80,70,-1,-36.3636
Muscular_Dystrophies_Limb-Girdle,GDS3474,80,80,-1,-9.0909
Muscular_Dystrophies_Limb-Girdle,GDS3474,80,90,-1,-18.1818
Muscular_Dystrophies_Limb-Girdle,GDS3475,80,10,-1,-22.2222
Muscular_Dystrophies_Limb-Girdle,GDS3475,80,20,-1,-33.3333
Muscular_Dystrophies_Limb-Girdle,GDS3475,80,30,0,0
Muscular_Dystrophies_Limb-Girdle,GDS3475,80,40,-1,-11.1111
Muscular_Dystrophies_Limb-Girdle,GDS3475,80,50,-1,-22.2222
Muscular_Dystrophies_Limb-Girdle,GDS3475,80,60,-1,-11.1111
Muscular_Dystrophies_Limb-Girdle,GDS3475,80,70,-1,-11.1111
Muscular_Dystrophies_Limb-Girdle,GDS3475,80,80,0,0
Muscular_Dystrophies_Limb-Girdle,GDS3475,80,90,-1,-11.1111
Muscular_Dystrophies_Limb-Girdle,GDS3474,90,10,-1,-8.3333
Muscular_Dystrophies_Limb-Girdle,GDS3474,90,20,-1,-8.3333
Muscular_Dystrophies_Limb-Girdle,GDS3474,90,30,-1,-8.3333
Muscular_Dystrophies_Limb-Girdle,GDS3474,90,40,-1,-16.6667
Muscular_Dystrophies_Limb-Girdle,GDS3474,90,50,0,0
Muscular_Dystrophies_Limb-Girdle,GDS3474,90,60,-1,-16.6666
Muscular_Dystrophies_Limb-Girdle,GDS3474,90,70,-1,-16.6666
Muscular_Dystrophies_Limb-Girdle,GDS3474,90,80,1,8.3334
Muscular_Dystrophies_Limb-Girdle,GDS3474,90,90,0,0
Muscular_Dystrophies_Limb-Girdle,GDS3475,90,10,-1,-30
Muscular_Dystrophies_Limb-Girdle,GDS3475,90,20,-1,-30
Muscular_Dystrophies_Limb-Girdle,GDS3475,90,30,-1,-30
Muscular_Dystrophies_Limb-Girdle,GDS3475,90,40,-1,-30
Muscular_Dystrophies_Limb-Girdle,GDS3475,90,50,-1,-20
Muscular_Dystrophies_Limb-Girdle,GDS3475,90,60,-1,-40
Muscular_Dystrophies_Limb-Girdle,GDS3475,90,70,-1,-30
Muscular_Dystrophies_Limb-Girdle,GDS3475,90,80,-1,-40
Muscular_Dystrophies_Limb-Girdle,GDS3475,90,90,-1,-40
